"","name","cbprofile","totalfunding","totalfundingcurrency","ipostatus","lastfundingtype","employees","industries","headquarters","description","transactionname","tnamelink","founders","website","companytype","email","revenue","yearfounded","lastfunding","lastfundingcurrency","industrygroup","status","lastfundingdate"
"4697","Kore Labs","https://www.crunchbase.com/organization/kore-61c9",NA,"USD","Private","Seed","11-50","Finance, Financial Services, FinTech, Information Technology, SaaS, Software","London, England, United Kingdom","FinTech, RegTech, SaaS, Product Lifecycle Management",NA,NA,"Massimiliano Delle Donne, Sabrina Del Prete","https://www.korelabs.co/","For Profit","info@korelabs.com",NA,"2019",NA,NA,"Financial Services, Information Technology, Software","Active",2021-08-05
"4698","Arbor Steel","https://www.crunchbase.com/organization/arbor-steel",3e+05,"GBP","Private","Pre-Seed","1-10","Biometrics, Information Technology","London, England, United Kingdom","Arbor Steel provides the ultimate digital identity citadel.",NA,NA,NA,"https://www.arborsteel.com/","For Profit",NA,NA,"2019",2e+05,"GBP","Biotechnology, Data and Analytics, Information Technology, Science and Engineering","Active",2022-04-21
"4699","Monadd","https://www.crunchbase.com/organization/monadd",NA,"USD","Private","Pre-Seed","1-10","Artificial Intelligence, B2B, B2C, Consumer Software, Software","London, England, United Kingdom","Artificial-intelligence powered software helping anyone discover the services linked to their household and allowing them to manage them",NA,NA,"Jessica Mendoza, Yoni Svechinsky","https://www.monadd.io","For Profit","hello@monadd.io",NA,"2019",NA,NA,"Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software","Active",2022-05-11
"4700","PlantEra","https://www.crunchbase.com/organization/plantera",30000,"GBP","Private","Pre-Seed","1-10",NA,"London, England, United Kingdom","PlantEra is on a mission to bring nature back into our lives in the city.",NA,NA,NA,"https://plantera.com/",NA,NA,NA,"2019",30000,"GBP",NA,"Active",2020-09-16
"4701","Islacare","https://www.crunchbase.com/organization/islacare",NA,"USD","Private","Pre-Seed","1-10","Health Care, SaaS","London, England, United Kingdom","SaaS to support the digital health revolution",NA,NA,"James Jurkiewicz, Peter Hansell","http://islacare.co.uk","For Profit","pete@islacare.co.uk",NA,"2019",NA,NA,"Health Care, Software","Active",2020-01-01
"4702","Alva","https://www.crunchbase.com/organization/alva-6bdd",NA,"USD","Private","Seed","1-10","Health Care, mHealth, Personal Health, Wellness, Women's","London, England, United Kingdom","Alva provides consultation, resources, and evidence-based information on menopause.","Alva acquired by Vira Health","https://www.crunchbase.com/acquisition/vira-health-acquires-alva-6bdd--7663d187",NA,"https://withalva.com/","For Profit","hello@withalva.com",NA,"2019",NA,NA,"Community and Lifestyle, Health Care, Mobile","Active",2020-04-02
"4703","Urban-Air Port","https://www.crunchbase.com/organization/urban-air-port",NA,"USD","Private","Series A","11-50","Aerospace, Manufacturing","London, England, United Kingdom","Urban-Air Port is a Air Mobility company.",NA,NA,NA,"https://www.urbanairport.com","For Profit","airtime@sixmilesacrosslondon.com",NA,"2019",NA,NA,"Manufacturing, Science and Engineering","Active",2022-04-25
"4704","RedHunt Labs","https://www.crunchbase.com/organization/redhunt-labs",NA,"USD","Private","Pre-Seed","11-50","Asset Management, Cloud Security, Cyber Security, Network Security, Risk Management, SaaS","London, England, United Kingdom","Attack Surface Management - NVADR [https://redhuntlabs.com/nvadr]",NA,NA,"Shubham MIttal, Sudhanshu Chauhan","https://redhuntlabs.com/","For Profit","sudhanshu@redhuntlabs.com",NA,"2019",NA,NA,"Financial Services, Information Technology, Privacy and Security, Professional Services, Software","Active",2019-05-01
"4705","Luffy AI","https://www.crunchbase.com/organization/luffy-ai",NA,"USD","Private","Seed","1-10","Artificial Intelligence, Network Security, Robotics, Software","Abingdon, Oxfordshire, United Kingdom","Luffy AI uses adaptive intelligence to evolve robotic control systems.",NA,NA,NA,"https://luffy.ai/","For Profit",NA,NA,"2019",NA,NA,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software","Active",2022-07-18
"4706","Connect Fibre","https://www.crunchbase.com/organization/connect-fibre",NA,"USD","Private","Private Equity","51-100","Communications Infrastructure, Customer Service","London, England, United Kingdom","The latest Full Fibre and Wi-Fi 6 technology providing reliable Hyperfast broadband up to 1000Mbps to communities.",NA,NA,"Stefan Stanislawski","https://connectfibre.co.uk/","For Profit","hello@connectfibre.co.uk",NA,"2019",NA,NA,"Hardware, Other, Professional Services","Active",2022-02-14
"4707","cheMastery","https://www.crunchbase.com/organization/chemastery",NA,"USD","Private","Seed","1-10","Chemical Engineering, Industrial Automation, Robotics","London, England, United Kingdom","CheMastery is a company that creates laboratory automation technology.",NA,NA,NA,"https://chemastery.com","For Profit",NA,NA,"2019",NA,NA,"Hardware, Manufacturing, Science and Engineering, Software","Active",2022-11-13
"4708","Mindbeat","https://www.crunchbase.com/organization/mindbeat",NA,"USD","Private","Seed","11-50","Professional Services, Training","London, England, United Kingdom","Mindbeat is a mobile coaching application that connects people with coaches and microlearning.",NA,NA,"Elisa Krantz","https://mindbeat.app/","For Profit","getintouch@mindbeat.app","$1M to $10M","2019",NA,NA,"Education, Other","Active",2020-08-20
"4709","Islandii.com","https://www.crunchbase.com/organization/islandii-com",10000,"USD","Private","Pre-Seed","1-10","Tour Operator, Tourism, Travel","London, England, United Kingdom","Islandii  is an online platform that operates as a holiday builder.",NA,NA,"Alex Horoshkevich","https://www.islandii.com/","For Profit","info@islandii.com",NA,"2019",10000,"USD","Travel and Tourism","Active",2019-04-08
"4710","Remote Bob","https://www.crunchbase.com/organization/remote-bob",NA,"USD","Private","Seed","1-10","Apps, Human Resources, Office Administration, Outsourcing, Social Media, Software, Virtual Assistant","London, England, United Kingdom","Remote Bob is building the biggest digital virtual assistance hub on the internet.",NA,NA,"Barbara Maheshwari","https://remotebob.co.uk","For Profit","business@remotebob.co.uk",NA,"2019",NA,NA,"Administrative Services, Apps, Internet Services, Media and Entertainment, Professional Services, Software","Active",2022-03-25
"4711","HireBee.ai","https://www.crunchbase.com/organization/hirebee-ai",NA,"USD","Private","Pre-Seed","11-50","Artificial Intelligence, Human Resources, Information Technology, Software","London, England, United Kingdom","HireBee is AI powered cloud based end-to-end recruitment platform, which helps small and medium companies with their hiring needs.",NA,NA,"Luiza Avetisyan","https://hirebee.ai","For Profit","hello@hirebee.ai",NA,"2019",NA,NA,"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Active",2019-08-08
"4712","Join Talent","https://www.crunchbase.com/organization/join-talent",NA,"USD","Private","Seed","251-500","Consulting, Human Resources, Information Technology, Software, Staffing Agency","Edinburgh, Edinburgh, City of, United Kingdom","HR tech, Recruitment tech, HR insourcing, HR consultancy, Recruitment Insourcing",NA,NA,"Katrina O'Neill, Kevin Blair","https://jointalent.co.uk","For Profit","katrina@jointalent.co.uk",NA,"2019",NA,NA,"Administrative Services, Information Technology, Professional Services, Software","Active",2020-01-16
"4713","Staze","https://www.crunchbase.com/organization/staze",NA,"USD","Private","Pre-Seed","1-10","Travel","London, England, United Kingdom","Holidays, Staycations",NA,NA,"Dustin J Silk, Henry Popiolek, Jay Olenicz","http://www.staze.com","For Profit",NA,NA,"2019",NA,NA,"Travel and Tourism","Active",2020-11-25
"4714","Secureflag","https://www.crunchbase.com/organization/secureflag",NA,"USD","Private","Seed","1-10","Software","London, England, United Kingdom","SecureFlag is an online coding training platform.",NA,NA,"Andrea Scaduto","https://www.secureflag.com/","For Profit",NA,NA,"2019",NA,NA,"Software","Active",2020-03-02
"4715","Nomio","https://www.crunchbase.com/organization/nomio",NA,"USD","Private","Seed","1-10","Computer Vision, Software","London, England, United Kingdom","Nomio transforms signed legal contracts into an intelligent format. Explore contract data with the power of a structured database.",NA,NA,"Josh Treon","https://nomio.com/","For Profit","hello@nomio.com",NA,"2019",NA,NA,"Hardware, Software","Active",2020-01-01
"4716","SparkLoop","https://www.crunchbase.com/organization/sparkloop",NA,"USD","Private","Seed","1-10","Email, Marketing, News, Publishing","London, England, United Kingdom","SparkLoop is a referral tool that helps users grow their newsletter and email audience.",NA,NA,NA,"https://sparkloop.app/","For Profit",NA,NA,"2019",NA,NA,"Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing","Active",2021-07-09
"4717","Lucida Medical","https://www.crunchbase.com/organization/lucida-medical",NA,"USD","Private","Series A","1-10","Biotechnology, Health Care, Software","Cambridge, Cambridgeshire, United Kingdom","SaaS, Cancer Diagnosis, Radiology, MRI, Prostate Cancer",NA,NA,"Antony Rix, Prof Evis Sala","https://lucidamedical.com","For Profit","cb-contact@lucidamedical.com",NA,"2019",NA,NA,"Biotechnology, Health Care, Science and Engineering, Software","Active",2021-02-26
"4718","Chimnie","https://www.crunchbase.com/organization/chimnie",NA,"USD","Private","Seed","51-100","Online Portals, Real Estate, Social Network","London, England, United Kingdom","Chimnie is a social networking platform that offers a free profile for off-market properties with no listing fees or commission fees.",NA,NA,NA,"https://chimnie.co.uk/search","For Profit",NA,NA,"2019",NA,NA,"Internet Services, Real Estate","Active",2022-11-01
"4719","Ground Truth Intelligence","https://www.crunchbase.com/organization/ground-truth-intelligence",NA,"USD","Private","Seed","11-50","Business Intelligence, Compliance, Fraud Detection, SaaS, Security, Software","London, England, United Kingdom","The Diligence and Investigations Platform",NA,NA,"Matthew Hunt, Patrick Carter, Stewart Kelly","https://www.gtintel.io","For Profit","info@gtintel.io","Less than $1M","2019",NA,NA,"Data and Analytics, Financial Services, Payments, Privacy and Security, Professional Services, Software","Active",2021-05-18
"4720","Oysbee","https://www.crunchbase.com/organization/oysbee",46000,"GBP","Private","Seed","1-10","Advertising, Creative Agency, E-Commerce, Information Technology","London, England, United Kingdom","Oysbee is an online creative collaboration network for independent creators and brands.",NA,NA,"Jung Kyung Cheon","https://oysbee.com","For Profit","cheon@oysbee.com","$1M to $10M","2019",NA,NA,"Advertising, Commerce and Shopping, Content and Publishing, Information Technology, Media and Entertainment, Sales and Marketing","Active",2020-07-01
"4721","Swarmbinder","https://www.crunchbase.com/organization/swarmbinder",10000,"USD","Private","Pre-Seed","1-10",NA,"London, England, United Kingdom","A digital platform where families and friends can collaboratively document the life stories of loved-ones in all simplicity",NA,NA,NA,"http://www.swarmbinder.com","For Profit","info@swarmbinder.com","$1M to $10M","2019",10000,"USD",NA,"Active",2019-09-01
"4722","SUPERHOG","https://www.crunchbase.com/organization/superhog",NA,"USD","Private","Seed","1-10",NA,"Stockbridge, Hampshire, United Kingdom","SUPERHOG is a digital platform that offers embedded insurance services.",NA,NA,"Andrew Boldt, Humphrey Bowles","https://superhog.com","For Profit",NA,NA,"2019",NA,NA,NA,"Active",2022-07-18
"4723","Kami","https://www.crunchbase.com/organization/kami-a5bf",NA,"USD","Private","Seed","11-50","Health Care, Logistics","London, England, United Kingdom","Kami provides access to third-party healthcare professionals and products to support users through various life transitions.",NA,NA,"Erika Brodnock, Helen Yannakoudakis, Jacob Herandi","https://www.usekami.com","For Profit",NA,NA,"2019",NA,NA,"Health Care, Transportation","Active",2022-09-06
"4724","ImmTune Therapies","https://www.crunchbase.com/organization/immtune-therapies",NA,"USD","Private","Seed","1-10","Biotechnology, Health Care, Manufacturing, Pharmaceutical, Therapeutics","Stevenage, Herefordshire, United Kingdom","ImmTune Therapies creates a cell therapy process that cuts out complicated bio-manufacturing processes.",NA,NA,"Bakul Gupta, George Tetley","https://www.immtunetherapies.com","For Profit",NA,NA,"2019",NA,NA,"Biotechnology, Health Care, Manufacturing, Science and Engineering","Active",2022-05-01
"4725","Lisa Eldridge","https://www.crunchbase.com/organization/lisa-eldridge-a7ca",NA,"USD","Private","Seed","1-10",NA,"London, England, United Kingdom","Lisa Eldridge's make up brand.",NA,NA,"Lisa Eldridge","https://www.lisaeldridge.com/","For Profit",NA,NA,"2019",NA,NA,NA,"Active",2020-07-14
"4726","DAYMADE","https://www.crunchbase.com/organization/triphunters",NA,"USD","Private","Pre-Seed","1-10","B2C, E-Commerce, Gaming","London, England, United Kingdom","DAYMADE is re-imagining the lottery for millennials & gen Z",NA,NA,"Andrew Broekelmann, Callum Wright, Lisa Nederveen, Loic Verrall","https://daymade.co.uk","For Profit","andrew@daymade.co.uk",NA,"2019",NA,NA,"Commerce and Shopping, Gaming, Other","Active",2020-06-01
"4727","ShrtRead","https://www.crunchbase.com/organization/shrtread",50000,"USD","Private","Pre-Seed","1-10","Software","London, England, United Kingdom","ShrtRead is a reading assistant that brings you an accelerated reading experience.",NA,NA,"Joao Angarten, Maryna Ianchuk, Ricardo Bissoto","https://www.shrtread.com","For Profit","contact@heptapegon.com",NA,"2019",50000,"USD","Software","Closed",2019-08-01
"4728","MIRACL","https://www.crunchbase.com/organization/miracl",2e+05,"GBP","Private","Seed","11-50","Identity Management, Security","London, England, United Kingdom","Miracl enables security solution and managed service providers to meet strong authentication needs of businesses in regulated industries.",NA,NA,"Brian Spector","https://www.miracl.com","For Profit","sales@miracl.com",NA,"2019",2e+05,"GBP","Information Technology, Privacy and Security","Active",2010-06-14
