"","id","title","assignee","author","prioritydate","filingdate","publicationdate","grantdate","link","representativelink","city"
"2009","US-2022031706-A1","Trpc ion channel inhibitors for use in therapy","University Of Leeds","David John BEECH, Richard James FOSTER, Sin Ying CHEUNG, Baptiste Michel RODE",2017-02-09,2021-10-15,2022-02-03,NA,"https://patents.google.com/patent/US20220031706A1/en","https://patentimages.storage.googleapis.com/ae/7e/78/d878087179d816/US20220031706A1-20220203-D00000.png","Leeds"
"2010","WO-2011007185-A1","Generating and detecting radiation","University Of Leeds, The Centre For Integrated Photonics Ltd","Edmund Linfield, John Cunningham, Alexander Giles Davies, Christopher Wood, Paul John Cannard, David Graham Moodie, Xin Chen, Michael James Robertson",2009-07-17,2010-07-19,2011-01-20,NA,"https://patents.google.com/patent/WO2011007185A1/en",NA,"Leeds"
"2011","US-2017143813-A1","Methods and materials for treating cancer","Mayo Foundation For Medical Education And Research, University Of Leeds","Jose S. Pulido, Richard G. Vile, Timothy J. Kottke, Alan A. Melcher, Peter Selby",2012-03-15,2016-11-22,2017-05-25,NA,"https://patents.google.com/patent/US20170143813A1/en","https://patentimages.storage.googleapis.com/35/39/0f/e68bcf11bc167c/US20170143813A1-20170525-D00001.png","Leeds"
"2012","US-2016377571-A1","Biosensor","University Of Leeds","Laurence Andrew Nelson, Zachary Coldrick",2007-07-31,2016-01-19,2016-12-29,NA,"https://patents.google.com/patent/US20160377571A1/en","https://patentimages.storage.googleapis.com/df/db/c3/78a0844e204588/US20160377571A1-20161229-D00001.png","Leeds"
"2013","US-2019167773-A1","Methods and materials for treating cancer","Mayo Foundation For Medical Education And Research, University Of Leeds","Richard G. Vile, Timothy J. Kottke, Jill M. Thompson, Jose S. Pulido, Alan A. Melcher, Peter Selby",2014-03-19,2018-12-05,2019-06-06,NA,"https://patents.google.com/patent/US20190167773A1/en","https://patentimages.storage.googleapis.com/37/00/52/59d0a2806c9a7b/US20190167773A1-20190606-D00001.png","Leeds"
"2014","GB-201103631-D0","Identification of candidate therapeutics","Univ Leeds",NA,2011-03-03,2011-03-03,2011-04-13,NA,"https://patents.google.com/patent/GB201103631D0/en",NA,"Leeds"
"2015","US-2019256413-A1","Novel Material","University Of Leeds","Gin Jose, Toney Teddy Fernandez, Peter John Grant, Animesh Jha, Sikha Saha, David Paul Steenson",2012-02-08,2019-02-08,2019-08-22,NA,"https://patents.google.com/patent/US20190256413A1/en","https://patentimages.storage.googleapis.com/e4/b7/81/01ba3a53847daa/US20190256413A1-20190822-D00000.png","Leeds"
"2016","US-9951103-B2","Beta sheet tapes ribbons in tissue engineering","University Of Leeds","Neville Boden, Amalia Aggeli, Eileen Ingham, Jennifer Kirkham",2002-07-15,2017-03-16,2018-04-24,2018-04-24,"https://patents.google.com/patent/US9951103B2/en","https://patentimages.storage.googleapis.com/97/17/3e/1b9c13967131ae/US09951103-20180424-D00001.png","Leeds"
"2017","AU-2014203460-A1","Acellular vascular products","Tissue Regenix Limited","John Fisher, Eileen Ingham, Stacy-Paul Wilshaw",2010-09-27,2014-06-25,2014-07-17,NA,"https://patents.google.com/patent/AU2014203460A1/en",NA,"Leeds"
"2018","CN-103229371-A","Device","利兹大学","金·约塞, 阿尼梅什·扎, 大卫·保罗·司定森",2009-09-10,2010-09-10,2013-07-31,NA,"https://patents.google.com/patent/CN103229371A/en","https://patentimages.storage.googleapis.com/40/f7/6d/f97ba9be68d0ee/HSB00000940206600031.png","Leeds"
"2019","WO-2020002930-A1","Improvements in and relating to optical elements","University Of Leeds","John Clifford Jones, Markus WAHLE",2018-06-27,2019-06-27,2020-01-02,NA,"https://patents.google.com/patent/WO2020002930A1/en",NA,"Leeds"
"2020","US-9809828-B2","Modified plant cell","University Of Leeds","Stefan Kepinski, Martin Kieffer, Suruchi Roychoudhry",2013-12-11,2013-12-11,2017-11-07,2017-11-07,"https://patents.google.com/patent/US9809828B2/en","https://patentimages.storage.googleapis.com/e1/c1/97/13a2e2705a5db0/US09809828-20171107-D00001.png","Leeds"
"2021","US-2015132507-A1","Medium For Random Laser And Manufacturing Process of the Same","University Of Leeds","Gin Jose, Animesh Jha, David Paul Steenson",2012-05-25,2015-01-20,2015-05-14,NA,"https://patents.google.com/patent/US20150132507A1/en","https://patentimages.storage.googleapis.com/f3/f2/70/8cfb087dd4fdad/US20150132507A1-20150514-D00001.png","Leeds"
"2022","GB-201610893-D0","Passive cooling system for wind tower","Univ Leeds Innovations Ltd",NA,2013-12-09,2014-07-24,2016-08-03,NA,"https://patents.google.com/patent/GB201610893D0/en",NA,"Leeds"
"2023","EP-2686874-A2","Oxide removal from semiconductor surfaces","The University Of Leeds","Lianhe Li, Alexander DAVIES, Edmund Linfield",2011-03-14,2012-03-14,2014-01-22,NA,"https://patents.google.com/patent/EP2686874A2/en",NA,"Leeds"
"2024","EP-2983689-B1","Composition comprising self-assembling peptides and a charged polysaccharide","University of Leeds","Eileen Ingham, Ruth Karen WILCOX, Amalia AGGELI, Danielle Elizabeth MILES",2013-04-08,2014-04-08,2019-08-28,2019-08-28,"https://patents.google.com/patent/EP2983689B1/en","https://patentimages.storage.googleapis.com/dc/09/7c/b049d80cf082c2/imgf0001.png","Leeds"
"2025","EP-2976308-A1","Glass","The University Of Leeds","Animesh Jha, Billy Donald Orac RICHARDS",2013-03-20,2014-03-19,2016-01-27,NA,"https://patents.google.com/patent/EP2976308A1/en",NA,"Leeds"
"2026","AU-2011311342-B2","A photosensitive composition comprising hydroxyapatite","The University Court Of The University Of St. Andrews, University Of Leeds","Christian Thomas Alcuin Brown, Mandeep Singh Duggal, Animesh Jha, Steven John Milne, Colin Robinson, Wilson Sibbett, Kyriacos Jack Toumba",2010-10-08,2011-10-10,2015-02-05,2015-02-05,"https://patents.google.com/patent/AU2011311342B2/en",NA,"Leeds"
"2027","AU-2015323559-A1","Formulation","University Court Of The University Of St Andrews, University Of Leeds","Antonios ANASTASIOU, Christian Thomas Alcuin Brown, Mandeep Singh Duggal, Animesh Jha, Billy Donald Orac RICHARDS, Wilson Sibbett",2014-09-26,2015-09-04,2017-04-13,NA,"https://patents.google.com/patent/AU2015323559A1/en",NA,"Leeds"
"2028","US-2016326529-A1","Anti-viral therapy","The University Of York, University Of Leeds, University Of Helsinki","Reidun TWAROCK, Eric DYKEMAN, Peter Stockley, Simon White, Amy BARKER, Nikesh PATEL, Sarah BUTCHER, Shabih SHAKEEL, Mark Harris, Hazel STEWART",2013-09-05,2014-09-05,2016-11-10,NA,"https://patents.google.com/patent/US20160326529A1/en","https://patentimages.storage.googleapis.com/2c/06/8e/242602ac054951/US20160326529A1-20161110-D00001.png","Leeds"
"2029","EP-2931033-B1","Method of freezing making use of a mineral nucleator","University Of Leeds, Asymptote Limited","Benjamin John MURRAY, Thomas Francis WHALE, James Atkinson, George John Morris",2012-12-11,2013-12-09,2022-01-05,2022-01-05,"https://patents.google.com/patent/EP2931033B1/en","https://patentimages.storage.googleapis.com/10/9c/58/ab809202dacd18/imgf0001.png","Leeds"
"2030","GB-202011609-D0","Coronaviral packaging signals","Univ Leeds Innovations Ltd, Univ York",NA,2020-07-27,2020-07-27,2020-09-09,NA,"https://patents.google.com/patent/GB202011609D0/en",NA,"Leeds"
"2031","JP-2010260790-A","Erbium-doped optical glass","Univ Of Leeds, ザ  ユニバーシティ  オブ  リーズ","Animesh Jha, ジャー、アニメッシュ, Mira Naftaly, ナフタリー、ミラ, Shaoxiong Shen, スン、スァウション",1998-03-19,2010-07-28,2010-11-18,NA,"https://patents.google.com/patent/JP2010260790A/en","https://patentimages.storage.googleapis.com/7d/91/94/37e8f1c510b74a/2010260790-7.png","Leeds"
"2032","WO-2011060976-A1","Tryptamine-derived compounds as antibacterial agents","Universite De Liege, Universiteit Utrecht Holding Bv, University Of Ljubljana, University Of Leeds, Commissariat A L'energie Atomique","Mohammed Terrak, Evert Johan Breukink, Stanislas Gobec, Ian Chopra, Thierry Vernet",2009-11-20,2010-09-13,2011-05-26,NA,"https://patents.google.com/patent/WO2011060976A1/en",NA,"Leeds"
"2033","CN-110248736-A","Fluid flow arrangements","利兹大学","希娜·伊丽莎白·雷德福, 尼基尔·卡普尔, 大卫·约翰·布罗克韦尔",2017-02-06,2018-02-06,2019-09-17,NA,"https://patents.google.com/patent/CN110248736A/en",NA,"Leeds"
"2034","EP-2794906-A1","Assay of functional cell viability","The University Of Leeds","Brian Mark Thomson, Mark Frederick Smith",2011-12-21,2012-12-21,2014-10-29,NA,"https://patents.google.com/patent/EP2794906A1/en",NA,"Leeds"
"2035","US-2018140972-A1","Compact electrocoalescer with conical frustum electrodes","Qatar University, University Of Leeds","Aboubakr M. ABDULLAH, Vincenzino VIVACQUA, Mohammed J. AL-MARRI, Barry AZZOPARDI, Bijan KERMANI, Ali HASSANPOUR, Buddhika HEWAKANDAMBY, Mojtaba Ghadiri",2016-11-23,2017-11-17,2018-05-24,NA,"https://patents.google.com/patent/US20180140972A1/en","https://patentimages.storage.googleapis.com/e5/1c/9f/38cd16f05081e7/US20180140972A1-20180524-D00000.png","Leeds"
"2036","WO-2019241631-A1","Compounds for treating hbv","The United States Of America, As Represented By The Secretary, Department Of Health And Human Services, University Of Leeds, University Of York","Stuart F.J. LE GRICE, Peter G. Stockley, Reidun TWAROCK, Fardokht A. ABULWERDI",2018-06-14,2019-06-14,2019-12-19,NA,"https://patents.google.com/patent/WO2019241631A1/en",NA,"Leeds"
"2037","EP-4143621-A1","Scanner and method of using the scanner during a stain assessment","Leeds Teaching Hospitals NHS Trust, University of Leeds","David Brettle, Darren Treanor",2020-04-28,2021-04-28,2023-03-08,NA,"https://patents.google.com/patent/EP4143621A1/en",NA,"Leeds"
"2038","GB-201918006-D0","Determining spatial relationship between upper and lower teeth","Univ Leeds Innovations Ltd",NA,2019-12-09,2019-12-09,2020-01-22,NA,"https://patents.google.com/patent/GB201918006D0/en",NA,"Leeds"
"2039","EP-3119426-A1","Methods and materials for treating cancer","Mayo Foundation for Medical Education and Research, University of Leeds","Jose S. Pulido, Richard G. Vile, Timothy J. Kottke, Jill M. Thompson, Rosa Maria DIAZ, Christine Marie PULIDO, Alan A. MELCHER, Peter Selby",2014-03-19,2015-03-19,2017-01-25,NA,"https://patents.google.com/patent/EP3119426A1/en",NA,"Leeds"
"2040","WO-2013140175-A1","Apparatus and method for manipulating entrained particles","University Of Leeds","Steven Freear, Benjamin RAITON, James R. MCLAUGHLAN, David M.J. COWELL, Peter R. Smith, Sevan HARPUT",2012-03-23,2013-03-21,2013-09-26,NA,"https://patents.google.com/patent/WO2013140175A1/en",NA,"Leeds"
"2041","EP-3410947-A1","Surgical retraction device and procedure","University of Leeds","David G JAYNE, Peter CULMER, Mohammed SANAMI, Richard Hall, Timothy Flood",2016-02-02,2017-01-20,2018-12-12,NA,"https://patents.google.com/patent/EP3410947A1/en",NA,"Leeds"
"2042","EP-3139856-B1","Method of creating a 3d model dental occlusion","University of Leeds","Andrew Keeling",2014-05-07,2015-05-06,2019-12-11,2019-12-11,"https://patents.google.com/patent/EP3139856B1/en",NA,"Leeds"
"2043","CN-107406904-A","Method","利兹大学","阿尼梅斯·杰哈, S·桑切斯-塞加杜, L·埃斯库德罗-卡斯特洪",2015-03-04,2016-03-01,2017-11-28,NA,"https://patents.google.com/patent/CN107406904A/en",NA,"Leeds"
"2044","GB-201416280-D0","Tomography apparatus and method","Univ Leeds",NA,2014-09-15,2014-09-15,2014-10-29,NA,"https://patents.google.com/patent/GB201416280D0/en",NA,"Leeds"
"2045","AU-2016227471-A1","Process","University Of Leeds","Yotamu Stephen Rainford HARA, Animesh Jha, Stephen PARIRENYATWA, Sergio SANCHEZ-SEGADO",2015-03-04,2016-03-01,2017-09-21,NA,"https://patents.google.com/patent/AU2016227471A1/en",NA,"Leeds"
"2046","AU-2020349647-A1","Three-dimensional dental scanning system and method of scanning","University Of Leeds","Andrew James KEELING",2019-09-18,2020-09-17,2022-03-24,NA,"https://patents.google.com/patent/AU2020349647A1/en",NA,"Leeds"
"2047","EP-3631078-A1","Low temperature colouring method","University of Leeds","Stephen Martin Burkinshaw",2017-06-02,2018-05-31,2020-04-08,NA,"https://patents.google.com/patent/EP3631078A1/en",NA,"Leeds"
"2048","EP-2972384-B1","Use of acy-1 as a marker of ischaemia/reperfusion, delayed graft function and graft viability as well as method thereof","University of Leeds","Rosamonde Elizabeth BANKS, Matthew Peter Welberry SMITH, Peter John SELBY, Andrew LEWINGTON",2013-03-13,2014-03-13,2017-07-26,2017-07-26,"https://patents.google.com/patent/EP2972384B1/en","https://patentimages.storage.googleapis.com/25/44/ea/b0e9005add6b46/imgf0001.png","Leeds"
"2049","EP-3781669-A1","Device for supporting development of a cell or tissue derived from the ovary","University of Leeds","Virginia Pensabene, Helen Mary PICTON, Paul Joseph MCKEEGAN, Francesco COLUCCI",2018-04-18,2019-04-18,2021-02-24,NA,"https://patents.google.com/patent/EP3781669A1/en",NA,"Leeds"
"2050","EP-2822603-A1","Diagnostic marker compounds and their use","The University Of Leeds","Sikha SAHA, Gin Jose, Animesh Jha",2012-03-07,2013-03-07,2015-01-14,NA,"https://patents.google.com/patent/EP2822603A1/en",NA,"Leeds"
"2051","GB-201209043-D0","Novel composite materials","Univ Leeds",NA,2012-05-22,2012-05-22,2012-07-04,NA,"https://patents.google.com/patent/GB201209043D0/en",NA,"Leeds"
"2052","US-2019233793-A1","Biocompatible matrices for the transfer of biological molecules","University Of Leeds","Georg Feichtinger",2016-07-21,2017-07-20,2019-08-01,NA,"https://patents.google.com/patent/US20190233793A1/en","https://patentimages.storage.googleapis.com/03/64/e7/8cfae5527f0290/US20190233793A1-20190801-D00000.png","Leeds"
"2053","EP-3188665-A1","Orthopaedic medical device","University of Leeds","Thomas BABOOLAL, Elena A JONES, Dennis Mcgonagle",2014-09-04,2015-09-04,2017-07-12,NA,"https://patents.google.com/patent/EP3188665A1/en",NA,"Leeds"
"2054","EP-3454651-A1","Formulation","University Of Leeds, Asymptote Limited","Benjamin John MURRAY, Thomas Francis WHALE, Theodore William WILSON, George John Morris",2016-05-12,2017-05-12,2019-03-20,NA,"https://patents.google.com/patent/EP3454651A1/en",NA,"Leeds"
"2055","GB-2537634-A","Rotary desiccant wheel","Univ Leeds Innovations Ltd","Hughes Ben, Bernard O'connor Dominic, Kaiser Calautit John",2015-04-21,2015-04-21,2016-10-26,NA,"https://patents.google.com/patent/GB2537634A/en",NA,"Leeds"
"2056","GB-2509795-B","Energy storage heat collecting element","Denton St Leo Nation Deju, Univ Leeds Innovations Ltd","Denton St Leo Nation Deju",2013-01-09,2013-05-22,2016-08-03,2016-08-03,"https://patents.google.com/patent/GB2509795B/en",NA,"Leeds"
"2057","US-2013267725-A1","Compounds for use as ligands","University Of Leeds","John Blacker, Kevin Treacher, Thomas Screen",2008-01-25,2013-06-07,2013-10-10,NA,"https://patents.google.com/patent/US20130267725A1/en","https://patentimages.storage.googleapis.com/b0/05/01/6e6daece70fa80/US20130267725A1-20131010-D00001.png","Leeds"
"2058","US-2013040848-A1","Methods and Devices for Detecting Structural Changes in a Molecule Measuring Electrochemical Impedance","Medical Research Council, University Of Leeds","Paul Ko Ferrigno, Christoph Walti, David Evans, Steven Johnson, Alexander Giles Davies",2006-09-16,2012-09-28,2013-02-14,NA,"https://patents.google.com/patent/US20130040848A1/en","https://patentimages.storage.googleapis.com/c1/99/de/82ace32c4ffd44/US20130040848A1-20130214-D00000.png","Leeds"
"2059","US-2014349196-A1","Galvanic cells and components therefor","University Of Leeds","Ian WARD, Hugh Hubbard, Simon Charles Wellings, Jerry Barker",2011-12-09,2012-12-07,2014-11-27,NA,"https://patents.google.com/patent/US20140349196A1/en","https://patentimages.storage.googleapis.com/2f/5d/8b/03c4fc925a56f6/US20140349196A1-20141127-D00000.png","Leeds"
"2060","US-2018317889-A1","Analogue time division multiplexing for cable reduction in imaging catheters","Georgia Tech Research Corporation, University Of Leeds","Thomas Carpenter, M. Wasequr Rashid, F. Levent Degertekin, Stevan Freear, David Matthew Joseph Cowell",2015-10-15,2016-10-14,2018-11-08,NA,"https://patents.google.com/patent/US20180317889A1/en","https://patentimages.storage.googleapis.com/5c/0a/c9/ff56a525dea8f1/US20180317889A1-20181108-D00000.png","Leeds"
"2061","WO-2017094266-A1","Composite material and method for improving damping property thereof","Mitsubishi Chemical Holdings Corporation, Eth Zurich, University Of Leeds","Andrei A. GUSEV, Peter J. Hine, Anthony P. UNWIN, Ian M. Ward, Masato Fujita, Eiji Tanaka",2015-12-02,2016-12-01,2017-06-08,NA,"https://patents.google.com/patent/WO2017094266A1/en","https://patentimages.storage.googleapis.com/09/29/39/1a57503e9066f8/JPOXMLDOC01-appb-D000001.png","Leeds"
"2062","CA-2836198-A1","Modified plant cell","University Of Leeds, Stefan Kepinski, Martin Kieffer, Suruchi Roychoudhry","Stefan Kepinski, Martin Kieffer, Suruchi Roychoudhry",2013-12-09,2013-12-09,2015-06-09,NA,"https://patents.google.com/patent/CA2836198A1/en",NA,"Leeds"
"2063","WO-2011070322-A1","An interactive rehabilitation computer peripheral system","The University Of Leeds","Martin Levesley, Bipin Bhakta",2009-12-08,2010-12-08,2011-06-16,NA,"https://patents.google.com/patent/WO2011070322A1/en",NA,"Leeds"
"2064","WO-2014080174-A1","Proton exchange membrane fuel cell","University Of Leeds","Mohammed POURKASHANIAN, Mohammed Saeed ISMAIL, Derek Binns INGHAM, Kevin James HUGHES, Lin Ma",2012-11-20,2013-11-08,2014-05-30,NA,"https://patents.google.com/patent/WO2014080174A1/en",NA,"Leeds"
"2065","BR-102013031887-A2","plant cell, isolated nucleic acid molecule, plant, seed, method for manipulating the growth angle of a plant root and / or bud","Univ Leeds","Martin Kieffer, Stefan Kepinski, Suruchi Roychoudhry",2013-12-11,2013-12-11,2015-11-17,NA,"https://patents.google.com/patent/BR102013031887A2/en",NA,"Leeds"
